population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,All Population,1,Deaths,78,Denmark,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.35207216274955216,-0.23470419089870923,-0.4609071672645504
1,All Population,1,Deaths,76,Belgium,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.32105670215202253,-0.1510980707107477,-0.4757808435964535
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.028594215539723248,0.163962265235107,-0.20064213775170583
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,0.08679344821318971,0.26585913988502174,-0.03531333849859436
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,0.03824652557642231,0.5189313120890577,-0.2537217191398644
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.16198395924159562,0.006723441957605096,-0.3155559399896195
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.28179213310763496,-0.045336792632193514,-0.45946323020283414
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.21571895199007596,-0.08972003402029143,-0.33292648795903007
1,All Population,1,Deaths,23,Kiribati,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,-0.0041901471449527355,0.40359565492750193,-0.27509795546365656
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,0.21570922157432124,0.5715418825964315,-0.04996954331682748
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.17347680152021555,-0.11606182666485793,-0.23707483227851583
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,-0.050249358229537126,0.35723735655332284,-0.3109592861629954
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,0.11324382806887906,0.2566930717427505,-0.030460495034713632
1,All Population,1,Deaths,23,Kiribati,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,0.016334183590990106,0.5561486138721838,-0.3295474971347021
1,All Population,1,Deaths,23,Kiribati,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.02338775688904777,0.3663618479431886,-0.3274595202879801
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.3217427216643494,-0.1527473010673965,-0.46051883716538405
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.2735415601833017,-0.05987185549074676,-0.42055768387063364
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.017618771371274024,0.25941657209016167,-0.20687161465156717
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,0.12913083661730146,0.5063049259116394,-0.1327814516984705
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.26888440631639376,-0.15387050730547136,-0.37155249409228813
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,0.16542296710057625,0.3361495846212874,0.016383199627410888
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.2889588115161777,-0.22180374036543152,-0.36481146219288096
1,All Population,1,Deaths,76,Belgium,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.30803496842018835,-0.11069797180244978,-0.4571346419317601
1,All Population,1,Deaths,76,Belgium,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.21161009642822914,-0.0295435087068201,-0.41076510083763323
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,-0.025561171983167232,0.8647192228721753,-0.4745736955837447
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,0.2615030742421495,0.7918200282786134,-0.07982602132104111
1,All Population,1,Deaths,91,Portugal,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.08846419819424273,-0.04056479850871011,-0.14166782483167797
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.21919974642953563,0.05970055475618539,-0.4529875869986213
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.36953639761905777,-0.04691845860147305,-0.6244173288423078
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.038330221117478504,0.01768083706851944,-0.09193048805920032
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.11187345150853761,0.008947242046711648,-0.2326031019160923
1,All Population,1,Deaths,101,Canada,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.18481005829016486,0.000590222490167143,-0.3952223136209511
1,All Population,1,Deaths,91,Portugal,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.13164839084132668,-0.07343269947106551,-0.1937930537579695
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,0.2784351155215001,1.0247920704163074,-0.15807524669391096
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,0.4202817394107088,1.3956438728934262,-0.042068169411804364
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.10819780194554969,0.22663821449175445,-0.38344343381383705
1,All Population,1,Deaths,19,Timor-Leste,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.14670931287027192,0.45596106018324767,-0.4458527769413171
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.4433677833060718,-0.3376010522233899,-0.532873566305083
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.25953279240777444,-0.17695714338753843,-0.34751195028916426
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,0.14922442692628538,0.6948550859741507,-0.20221625817348585
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.06424219979848557,0.2223357477201275,-0.297671853496373
1,All Population,1,Deaths,40,Turkmenistan,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,-0.3483265165739271,-0.00683606384576912,-0.6057371263682374
1,All Population,1,Deaths,91,Portugal,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.06165825443147378,0.02347612799634747,-0.15730377886669225
1,All Population,1,Deaths,91,Portugal,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.111591768091724,0.03692628092496903,-0.26473110391903437
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,0.04555146175431437,0.23785878013111916,-0.08697266099244025
1,All Population,1,Deaths,40,Turkmenistan,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.28738650937234494,-0.14629400281960134,-0.40704858601066257
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.024862949705573477,0.3095185361544286,-0.24448215853592808
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,0.0387005342310612,0.341373081078222,-0.18913471461033068
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.3898083928076386,0.05359203839132986,-0.6707156233792528
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,0.06260072332023763,0.397170822671284,-0.18785766567728182
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.0755385263977353,0.11923798600615974,-0.2552369458882304
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.3052284574278689,-0.14829599890127176,-0.44293767341659607
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.22401438082688976,-0.18225335884676702,-0.2686943684209541
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.2199099307302493,-0.08012192550759004,-0.32804342220152044
1,All Population,1,Deaths,40,Turkmenistan,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,-0.43574740928218275,0.9582019771190341,-0.861430453671689
1,All Population,1,Deaths,40,Turkmenistan,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.33849368450394585,-0.025661179415534356,-0.604722199537479
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.3429943409391384,0.042099582502881545,-0.5981825494733555
1,All Population,1,Deaths,74,Andorra,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.11841593303554611,0.08595529404510965,-0.30097755938101123
1,All Population,1,Deaths,74,Andorra,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.153929999360738,0.38903986559175907,-0.4899069885851109
1,All Population,1,Deaths,48,Hungary,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.175967207508738,0.002207088793376684,-0.33093596515668994
1,All Population,1,Deaths,101,Canada,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.3133179929428053,-0.18119466291229677,-0.4287215930529831
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.36854505120750536,-0.29520419998375536,-0.4336387397572977
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.39929175780551834,-0.2021516199049325,-0.5632962276247281
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,1.7055338060643064,3.4944806678388387,0.652784373230377
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,0.037803823467496334,0.28598600773174726,-0.16206766174339687
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.3997395657789755,-0.2572503517582527,-0.4972039875594233
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.0029180959259990386,0.27827082289493704,-0.19598008656142363
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.3988693001789494,-0.3012728182279529,-0.4828619288431185
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.05954754642882621,0.08191609100932973,-0.18850925911468194
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.06966424127066666,-0.018594140509288818,-0.13104064955386707
1,All Population,1,Deaths,62,Russian Federation,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,0.0022951699125374203,0.2535236498904376,-0.1655960073059301
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.17559645016502332,-0.0384678145579545,-0.30116748517485264
1,All Population,1,Deaths,68,Republic of Korea,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,0.09650144970190898,0.5531418352193185,-0.25152980571269035
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.17450097379313165,0.08091680794555066,-0.35544780066423676
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,-0.11585769307461923,0.1385047726094382,-0.28757647179209306
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.11339553181825995,0.14966260182357669,-0.33480175446091187
1,All Population,1,Deaths,72,New Zealand,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.30486182002668333,-0.11765636668005243,-0.45846916617069255
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.19992052218748624,-0.03989962873436742,-0.34785654814545636
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.07653194528755827,0.11265099524173264,-0.22085318674895832
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.2087719965055677,-0.0693963361225463,-0.31825355463492516
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.29526366080544336,-0.06965413897337892,-0.4624415207818615
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,-0.13020475458978348,0.18109840152827378,-0.39229755653225895
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.15821040018363502,-0.048991496086893155,-0.25325446276526087
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.39311158135244595,0.02968245795614808,-0.6411147820597339
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,-0.3112173255275927,0.07594261786863835,-0.5708088967872289
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,0.44102807492106255,0.8629913802183006,0.12071163296516951
1,All Population,1,Deaths,101,Canada,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.27480273121038035,-0.10528649353139181,-0.42827580297743806
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.2467210293560701,0.022836202059459642,-0.48900837232016625
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.2447630020269179,0.05920667174944024,-0.4902456197176875
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.36553292095599754,-0.18102774540408698,-0.5579092351608033
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.08001070920940544,0.1448582513601556,-0.2443912751456304
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.10478166753783646,0.34898172929568416,-0.407274386898982
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,0.11110265791189598,0.6046584902444934,-0.18701751839269096
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.29756947798768674,-0.13333781035524644,-0.4181748529975602
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.34488532686373025,-0.24132367929539494,-0.43799139131575615
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,0.006063040497050846,0.40195247915433474,-0.31125752256402195
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.015124745079934459,0.23271855275756298,-0.23998456190830775
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.4851999812907327,-0.35855186115202153,-0.5926267384491664
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.37642690332147827,-0.2929909790032991,-0.44441017318482157
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.17761505785574422,-0.09426128217122332,-0.24903113881267108
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.07382401526282084,0.317679625572868,-0.39934869288185104
1,All Population,1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,432,Cervical cancer,98,Tobacco,2,Percent,1990,2023,0.06491772790481702,2.5082347569508174,-0.7219831804692368
1,All Population,1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.07151113827954034,0.3812954348239622,-0.3869886597311805
1,All Population,1,Deaths,60,Lithuania,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,0.012107185656429266,0.2993282444688803,-0.21964977129988128
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.06779135458185304,0.30187821522523856,-0.3522805307212852
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.18529392326574542,0.17297231694578658,-0.45208116522920583
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.1952508015746494,0.04876930764764005,-0.36558886723591594
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.29972835911397344,-0.15642023234283955,-0.4265568300978329
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.16243509586263008,-0.019442301857210763,-0.29299413698269294
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.18176277718047779,0.04463688013701461,-0.38059413298161693
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.16313409277654184,0.16383376504247812,-0.4125739045160758
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,414,Stomach cancer,98,Tobacco,2,Percent,1990,2023,-0.17469532280237668,0.23872089583190573,-0.4488994867652596
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.20853329952346422,0.06619223817030848,-0.45523023130869034
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.19992868294181884,0.06650697363397279,-0.37980783418423164
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.20511151674875766,0.03603367778286929,-0.4138562376986554
1,All Population,1,Deaths,40,Turkmenistan,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.1687218358743518,0.19522542579662341,-0.44102570663336055
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,417,Liver cancer,98,Tobacco,2,Percent,1990,2023,-0.14184178655018678,0.07781306157408636,-0.3543229474604021
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,0.047294037948189746,0.23415557924000982,-0.07179324016941302
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,450,Other pharynx cancer,98,Tobacco,2,Percent,1990,2023,0.10749929398858188,0.4356566644439347,-0.12718709797891756
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.2125332439358253,-0.06724086959017384,-0.3404424906712522
1,All Population,1,Deaths,30,Vanuatu,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.21424940145238464,-0.05299671302876373,-0.35356194489398707
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.2522444469694522,-0.08661896609608412,-0.38992613437177837
1,All Population,1,Deaths,97,Argentina,3,Both,27,Age-standardized,429,Breast cancer,98,Tobacco,2,Percent,1990,2023,-0.2278952286326794,-0.03785899120852191,-0.39763051932274585
1,All Population,1,Deaths,50,Montenegro,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.07892776708869037,0.2185149687806383,-0.3319061541344728
1,All Population,1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,0.06187211053905473,0.5421973802789105,-0.32494602312422877
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,438,Prostate cancer,98,Tobacco,2,Percent,1990,2023,-0.14780140227445923,0.14534075528842305,-0.3604491769804581
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.09288105860847311,0.21405599841940584,-0.30987011675820925
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,474,Bladder cancer,98,Tobacco,2,Percent,1990,2023,-0.10786154386066255,0.1228402471551199,-0.2760791866991269
1,All Population,1,Deaths,38,Mongolia,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,0.17456001416493191,0.6237307550968336,-0.1803216783673686
1,All Population,1,Deaths,58,Estonia,3,Both,27,Age-standardized,471,Kidney cancer,98,Tobacco,2,Percent,1990,2023,-0.0382330665900832,0.25847459239720855,-0.23727242725505415
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.29055186981302783,-0.18129479131877024,-0.3956091383551713
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.06259320857767889,0.3531089960853906,-0.35244002491671145
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.27932707662364914,-0.10800597796229516,-0.4396630439962772
1,All Population,1,Deaths,99,Uruguay,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.028229768549612556,0.23891129001359313,-0.27005012581307114
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,426,"Tracheal, bronchus, and lung cancer",98,Tobacco,2,Percent,1990,2023,-0.2043213769364391,-0.1592861707375917,-0.24669938628338905
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.19764380610346183,-0.015291308797867274,-0.33908491361513016
1,All Population,1,Deaths,87,Luxembourg,3,Both,27,Age-standardized,411,Esophageal cancer,98,Tobacco,2,Percent,1990,2023,-0.1448418739667961,0.08063746824090129,-0.3371809802095812
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,423,Larynx cancer,98,Tobacco,2,Percent,1990,2023,-0.1560681152650071,-0.10377264465705167,-0.20600825446554422
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.3570630962484836,-0.2942417486776357,-0.4281348888024816
1,All Population,1,Deaths,95,United Kingdom,3,Both,27,Age-standardized,447,Nasopharynx cancer,98,Tobacco,2,Percent,1990,2023,-0.37467141502937545,-0.2904753580917223,-0.4517652831760489
1,All Population,1,Deaths,93,Sweden,3,Both,27,Age-standardized,487,Leukemia,98,Tobacco,2,Percent,1990,2023,-0.008023549435314836,0.2932906988540959,-0.23947471302518494
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,441,Colon and rectum cancer,98,Tobacco,2,Percent,1990,2023,-0.33553344772379257,0.0555873007633243,-0.6194801033681941
1,All Population,1,Deaths,66,Brunei Darussalam,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,-0.3273047601261836,-0.03670284326155658,-0.5694326971192452
1,All Population,1,Deaths,89,Netherlands,3,Both,27,Age-standardized,456,Pancreatic cancer,98,Tobacco,2,Percent,1990,2023,-0.3121136518657478,-0.17479839173565825,-0.4094808445489067
1,All Population,1,Deaths,34,Azerbaijan,3,Both,27,Age-standardized,444,Lip and oral cavity cancer,98,Tobacco,2,Percent,1990,2023,0.06382725858046703,0.5970524006724007,-0.3176904625865469
