population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,All Population,1,Deaths,148,Morocco,3,Both,39,0-14 years,471,Kidney cancer,3,Rate,1990,2023,-0.34329541260520685,0.0653738000589625,-0.6404851212941419
1,All Population,1,Deaths,148,Morocco,3,Both,284,20-54 years,471,Kidney cancer,3,Rate,1990,2023,0.1209412129707113,0.6842312264627216,-0.25079035258567756
1,All Population,1,Deaths,148,Morocco,3,Both,8,15-19 years,474,Bladder cancer,3,Rate,1990,2023,0.23844502397003361,1.0619898950338496,-0.2517016914506679
1,All Population,1,Deaths,22,Fiji,3,Both,8,15-19 years,487,Leukemia,3,Rate,1990,2023,-0.07659111481762322,0.3813798027715606,-0.4336156055898385
1,All Population,1,Deaths,22,Fiji,3,Both,39,0-14 years,487,Leukemia,3,Rate,1990,2023,0.10152727710664143,0.6295401294257758,-0.24465996280070615
1,All Population,1,Deaths,22,Fiji,3,Both,284,20-54 years,487,Leukemia,3,Rate,1990,2023,-0.14170977741538626,0.1935782682374237,-0.3654946782538552
1,All Population,1,Deaths,185,Rwanda,3,Both,8,15-19 years,487,Leukemia,3,Rate,1990,2023,-0.4712516806142079,-0.1373495230365129,-0.692670536845281
1,All Population,1,Deaths,185,Rwanda,3,Both,39,0-14 years,487,Leukemia,3,Rate,1990,2023,-0.43078727036764813,-0.12073447810819103,-0.645920098593133
1,All Population,1,Deaths,185,Rwanda,3,Both,284,20-54 years,487,Leukemia,3,Rate,1990,2023,-0.4009342282463653,-0.13247513317139162,-0.5917969722643
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,411,Esophageal cancer,3,Rate,1990,2023,0.14341650494772074,0.26899893353161447,0.029264548972411895
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,414,Stomach cancer,3,Rate,1990,2023,-0.709431495881781,-0.6528697718237776,-0.7590312224994046
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,414,Stomach cancer,3,Rate,1990,2023,-0.4464004942699523,-0.39955303805518133,-0.49497159292157145
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,417,Liver cancer,3,Rate,1990,2023,1.1113382860750232,1.6870607570948035,0.7232100964432941
1,All Population,1,Deaths,95,United Kingdom,3,Both,39,0-14 years,417,Liver cancer,3,Rate,1990,2023,0.47477104358158345,0.8188624603643795,0.1757946913900619
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,417,Liver cancer,3,Rate,1990,2023,2.421830000542325,2.9351120123754058,1.9478467290768184
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,423,Larynx cancer,3,Rate,1990,2023,-0.2026103896861433,-0.05842868614987518,-0.3309479258113691
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2023,-0.43582473382247494,-0.30091667409501277,-0.5404659277374757
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2023,-0.4141656675649462,-0.37461218600086904,-0.44922827995793585
